scenario,run_id,use_korean_price,use_tou_elec,import_factor,month,hp_cap,els_cap,num_households,nu_cop,c_su_G,c_su_H,base_h2_price_eur,e_E_cap_ratio,e_H_cap_ratio,e_G_cap_ratio,eff_type,segments,peak_penalty_ratio,wind_el_ratio,solar_el_ratio,storage_power_ratio_E,storage_power_ratio_G,storage_power_ratio_H,storage_capacity_ratio_E,storage_capacity_ratio_G,storage_capacity_ratio_H,initial_soc_ratio_E,initial_soc_ratio_G,initial_soc_ratio_H,day,solve_time_ip,profit_ip_u1,profit_ip_u2,profit_ip_u3,profit_ip_u4,profit_ip_u5,profit_ip_u6,violation_ip,blocking_coalition_ip,isimp_ip,solve_time_chp_smooth,solve_time_chp_smooth_total,profit_chp_smooth_u1,profit_chp_smooth_u2,profit_chp_smooth_u3,profit_chp_smooth_u4,profit_chp_smooth_u5,profit_chp_smooth_u6,violation_chp_smooth,blocking_coalition_chp_smooth,isimp_chp_smooth
baseline_csuG0,0,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,1,0.5259506702423096,1162.9994278172776,77.15582693255152,492.43633728222983,167.80692939258586,118.07072090547013,134.72189892093968,2.1959495848229107,"['u1', 'u2', 'u4', 'u5']",True,8.969960927963257,9.495911598205566,1201.4406753209569,78.32619956045858,479.4667855602404,143.58994129871803,115.64564058974298,134.7218989209373,-2.6006766185027175e-12,,True
baseline_csuG0,1,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,2,0.36324620246887207,1205.0121141948705,130.97692663964878,446.9410622519962,69.70794801622037,81.27020243411266,134.7218989209398,-0.0,,True,8.419528722763062,8.782774925231934,1203.1196854791865,135.95247433082992,447.05453439576445,69.7232663328657,78.05829299819987,134.72189892094195,-0.0,,True
baseline_csuG0,2,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,3,0.34171533584594727,1001.7919814608074,74.1758442533646,456.98055632828186,89.23953001824492,116.29748161781248,134.72189892093968,3.856021472903837e-13,,True,8.552181720733643,8.89389705657959,997.7029369994943,77.96221315815527,457.8411583366932,91.23445902122171,113.74462616294562,134.7218989209406,-2.7188928149890743e-11,,True
baseline_csuG0,3,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,4,0.38903188705444336,1291.2529265601736,81.46190841658672,463.4853926134052,105.68903969659505,79.76401123240066,134.72189892093968,-0.0,,True,8.319939136505127,8.70897102355957,1293.5917573215218,85.92276159811964,462.7338846931473,104.1017168555062,75.30315805086701,134.72189892093957,9.523599353310486e-13,,True
baseline_csuG0,4,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,5,0.37748098373413086,1190.8501383965872,75.83541495471763,472.51061370499417,129.8450610383336,109.24518574869347,134.72189892093968,-1.6493160955789574e-12,,True,10.457759857177734,10.835240840911865,1219.176150073287,78.41253544003439,464.15770930496456,113.69035647475914,102.84966255027848,134.72189892094286,-0.0,,True
baseline_csuG0,5,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,6,0.35625481605529785,1310.104842888419,142.89297504196483,493.06173150552524,168.41790761040568,117.33906253444644,134.72189892093968,-0.0,,True,8.943144083023071,9.29939889907837,1312.655349846979,145.25464832418865,492.2314941050904,166.6976380522733,114.97738925222961,134.72189892094013,-0.0,,True
baseline_csuG0,6,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,7,0.33319950103759766,1383.5243568184135,128.84705426569295,445.7341191321119,67.60305212777405,81.27498973410297,134.72189892093968,2.2302021340792066e-12,,True,8.49460744857788,8.827806949615479,1382.5131021823952,134.08830947329304,445.5191772634605,66.7995777284325,78.06340543051317,134.72189892094048,-2.8827216591687075e-11,,True
baseline_csuG0,7,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,8,0.365358829498291,1311.8626190411517,128.46271015579745,486.66620451143274,157.72270159131995,118.52042283155066,134.72189892093968,-0.0,,True,9.313715696334839,9.67907452583313,1304.062017094009,133.54115922084557,487.59980563848876,159.51125334636765,118.52042283154208,134.72189892093922,2.736727628136009e-12,,True
baseline_csuG0,8,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,9,0.32314395904541016,1352.8164220131155,135.87895587547794,491.2591110324838,166.52568285341556,118.52042283155066,134.72189892093968,-0.0,,True,11.13236403465271,11.45550799369812,1351.79485884939,137.32280183280315,491.18558138687035,166.17692970542942,118.52042283154901,134.7218989209415,-0.0,,True
baseline_csuG0,9,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,10,0.3978691101074219,998.6447474318104,95.3771972069893,458.3965237203802,93.44757522173546,50.67959472450303,134.72189892093968,-0.0,,True,9.49567198753357,9.893541097640991,997.167932385,100.37419555686124,458.64541876366354,93.85069578639616,46.50739581349586,134.72189892094104,-0.0,,True
baseline_csuG0,10,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,11,0.36236047744750977,936.4070908328796,82.39256558170383,446.18237576197134,67.177790381318,79.65197307587567,134.72189892093968,5.112842618247909e-13,,True,8.1174795627594,8.47984004020691,938.2282799038054,86.95868727910319,445.570668796837,65.87064889761234,75.1835107563864,134.72189892094354,-0.0,,True
baseline_csuG0,11,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,12,0.36161327362060547,976.9689550979605,73.59311404657831,448.4424093488766,71.71035853185714,100.13329940871085,134.72189892093968,-2.739156056628209e-13,,True,7.75862193107605,8.120235204696655,976.9689550979613,77.51011388241949,448.44240934887625,71.71035853185708,96.21629957286865,134.7218989209399,2.1893944990303282e-14,,True
baseline_csuG0,12,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,13,0.3938944339752197,1300.4627763483015,78.54508176093391,445.57607035162414,67.1306347475512,81.27020243411266,134.72189892093968,1.2128604771694736e-12,,True,7.09677529335022,7.4906697273254395,1294.8932609777296,84.69147134967785,446.5501445038068,68.7915958131058,78.05829299820158,134.7218989209415,-0.0,,True
baseline_csuG0,13,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,14,0.3634483814239502,1051.408521957696,73.62215547875746,447.8576055749129,76.47173211542292,95.97227675567115,134.72189892093968,-0.0,,True,9.232878684997559,9.596327066421509,1051.4085219577019,76.34676203920776,447.8576055749111,76.47173211541906,93.24767019522045,134.72189892094002,-0.0,,True
baseline_csuG0,14,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,15,0.39975762367248535,1260.9463450342575,129.33843771137856,492.2703365120169,168.2709550212536,125.13287014447695,134.72189892093968,-0.0,,True,10.35683798789978,10.756595611572266,1251.4345788916423,132.38896639341806,492.3599600167586,168.18713917527293,131.5882999462932,134.72189892093854,7.573825807617494e-13,,True
baseline_csuG0,15,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,16,0.36287450790405273,1227.8946433404265,124.41248633048063,441.1791146800756,58.87508335135715,81.27020243411266,134.72189892093968,1.3123732934684616e-11,,True,7.324036598205566,7.686911106109619,1221.2030035139614,130.67617778268288,442.5912481851748,61.10280765643324,78.05829299819948,134.7218989209406,2.1277346325612674e-12,,True
baseline_csuG0,16,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,17,0.3681631088256836,935.4769726364722,79.10780385753628,443.9161421602788,67.50259873757341,81.31206975579227,134.72189892093968,2.5900453681602064e-13,,True,10.729993104934692,11.098156213760376,935.4769726364611,83.17598291699665,443.9161421602811,67.50259873758068,77.243890696334,134.72189892093877,-0.0,,True
baseline_csuG0,17,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,18,0.43942809104919434,1164.320132201213,81.27990354131481,440.63327602715367,56.05323005622006,79.65197307587567,134.72189892093968,-0.0,,True,10.716195583343506,11.1556236743927,1161.1332342596108,86.42901904508074,441.49387803556886,57.69887280512546,75.18351075639362,134.72189892093706,-0.0,,True
baseline_csuG0,18,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,19,0.43183374404907227,1141.4026506653636,125.70573734859839,444.5155216380449,72.17090098458573,83.13659464968896,134.72189892093968,-0.0,,True,8.724828958511353,9.156662702560425,1142.5236002074523,128.72944037402414,444.1527097161969,71.47421263874048,80.05144234986926,134.72189892093797,-3.4819069629576045e-12,,True
baseline_csuG0,19,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,20,0.46514010429382324,1249.503723308471,65.14000903573951,465.9468373905386,114.63177660973997,115.15777204368953,134.72189892093968,-0.0,,True,7.585821151733398,8.050961256027222,1231.9363033801774,76.5446017526459,470.5647709373611,122.2093960155994,109.12504630239528,134.721898920939,-0.0,,True
baseline_csuG0,20,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,21,0.4340543746948242,1151.5064763209825,70.04894888192408,457.49857133260446,94.45425261883543,79.65197307587567,134.72189892093968,-1.5708266411872686e-11,,True,8.187629222869873,8.621683597564697,1138.824015285643,78.82186899753307,460.52035317234527,99.81047401831165,75.18351075638935,134.72189892093957,1.7456878892826338e-13,,True
baseline_csuG0,21,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,22,0.44110727310180664,1187.1039224889557,123.52045356804199,491.56596581692156,167.48783992757456,123.86494244911722,134.72189892093968,3.664241235603029e-10,,True,9.228971004486084,9.67007827758789,1185.2770518011866,127.9635311214489,488.8162984601594,161.68831593125276,129.7979269365611,134.7218989209423,3.992330427223566e-13,,True
baseline_csuG0,22,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,23,0.356583833694458,1147.9346148733396,70.8876889797675,476.61840931257245,138.23127761839748,113.86449832331317,134.72189892093968,1.8225062663430726e-13,,True,10.529457092285156,10.886040925979614,1131.6009504635774,77.5804865075272,480.78675975956355,145.6602118648466,111.90808051187577,134.72189892093945,-5.658951742002721e-14,,True
baseline_csuG0,23,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,24,0.3498396873474121,875.2720532812983,81.62358665817057,447.2694762644178,70.27870803311833,81.27020243411266,134.72189892093968,-0.0,,True,7.613501071929932,7.963340759277344,874.2889505638757,86.83701507950327,447.05453439576604,69.47523363377445,78.05829299819806,134.7218989209399,-0.0,,True
baseline_csuG0,24,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,25,0.33887314796447754,945.6613216415299,80.90304052338467,454.8084276164666,86.27541563224173,98.12008604177436,134.72189892093968,-1.7855432727723786e-11,,True,8.904879808425903,9.24375295639038,945.6613216415228,82.15959340696625,454.80842761646466,86.27541563224509,96.86353315819525,134.72189892094275,5.410827176303554e-13,,True
baseline_csuG0,25,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,26,0.3713397979736328,1055.9527529202267,72.91520741208731,435.8303318725244,47.27928888881081,79.65197307587567,134.72189892093968,-0.0,,True,8.142908334732056,8.514248132705688,1048.9080303869202,79.61705514980898,437.5515358893531,50.36942198705526,75.18351075638884,134.7218989209381,-1.157667660920727e-11,,True
baseline_csuG0,26,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,27,0.39847803115844727,1284.597764891391,69.5166411173893,443.15048388328535,62.8569271846693,80.82050050803207,134.72189892093968,-3.630279569498148e-13,,True,7.9452807903289795,8.343758821487427,1282.1823395246424,78.23043366636986,442.42471382694714,61.01776821110286,77.08706235570554,134.7218989209391,-0.0,,True
baseline_csuG0,27,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,28,0.358306884765625,453.73039036411234,90.10076201512253,434.6413454123111,41.350755559278355,46.31736521737918,134.72189892093968,2.3991836436540214e-12,,True,9.342159509658813,9.700466394424438,453.7303903641124,94.56922433462091,434.64134541231124,41.350755559278014,41.84890289788109,134.72189892093945,-0.0,,True
baseline_csuG0,28,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,29,0.4657421112060547,1243.2737703732328,69.41001068356354,482.8286961961336,151.05356267860225,122.13558962987616,134.72189892093968,-1.610755135819468e-13,,True,8.442858934402466,8.90860104560852,1216.7798220506222,74.9547011756714,488.0314076738525,159.9629286844929,128.9727699767672,134.7218989209415,1.6370581286667077e-11,,True
baseline_csuG0,29,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,30,0.35521817207336426,1302.036364756677,131.21966412888835,493.7490007638087,170.9549285971084,130.19333093061448,134.72189892093968,-0.0,,True,9.725873470306396,10.08109164237976,1293.384134376468,134.99411828999504,495.39667513502263,174.1850304449987,130.19333093061255,134.72189892094013,-0.0,,True
baseline_csuG0,30,True,False,1.5,1,0.8,1,700,3.28,0.0,10,3.3333333333333335,1.0,1.0,1.0,1,6,0.0,1.0,1.0,0.25,0.25,0.25,3.0,0.0,0.0,0.2,0.2,0.2,31,0.38730335235595703,1275.3509833408953,86.54476979203953,449.903610145577,75.08699564852418,81.27020243411266,134.72189892093968,-0.0,,True,7.876575946807861,8.263879299163818,1272.582878899972,91.21149900294076,450.38179964780625,75.92209081222836,78.05829299820198,134.72189892093866,-0.0,,True
